;user;task;system;success;issues_functional;issues_content;issues_comprehensibity;issues_presentation;task_minutes;task_seconds;issuesComment_functional;issuesComment_content;issuesComment_comprehensibility;issuesComment_presentation;easyToGetStarted;easyToDoTheTask;satisfactionPerTask;timePerTask;familiarWithTopic;whyRelevant;issues;feedbackB1[SQ001];feedbackB1[SQ002];feedbackB1[SQ003];feedbackB1[SQ004];feedbackB1[SQ005];feedbackB1[SQ006];feedbackB1[SQ007];feedbackB1[SQ008];feedbackB1[SQ009];feedbackB1[SQ010];feedbackB2[SQ001];feedbackB2[SQ002];feedbackB2[SQ003];feedbackB2[SQ004];feedbackB2[SQ005];feedbackB2[SQ006];feedbackB2[SQ007];feedbackB2[SQ008];feedbackB2[SQ009];feedbackB2[SQ010];searchExperience[SQ001];searchExperience[SQ002];searchExperience[SQ003];like;dislike;education[SQ001];education[SQ002];education[SQ003];education[SQ004];education[SQ005];education[SQ006];education[SQ007];education[SQ008];researchBackground[SQ001];researchBackground[SQ002];researchBackground[SQ003];researchBackground[SQ004];researchBackground[SQ005];searchUsage;exit_easyToLearn;exit_easyToUse;bestOverall;total_issues;SUS_Biodiv1;SUS_Biodiv2;task_full_time
83;11;4;2;2;;;;;1;50;;;;;5;5;5;5;1;the datasts contain information on sulphate reduction rates of cold seeps, however but sediments;null;4;1;3;3;3;3;3;3;3;3;5;1;2;3;3;3;3;3;3;3;5;4;3;"Biodiv 2 is easy to use and provides good results
Biodiv 1 was easier to use than expected. ";"Biodiv 1:  What is the use and the need for the categories?
Biodiv 2:  Nothing to dislike.";No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;2;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;57.5;110
84;11;5;1;2;;;;;1;30;;;;;5;5;5;5;4;information on ocean acidification or on coral bleaching or and;null;4;1;3;3;3;3;3;3;3;3;5;1;2;3;3;3;3;3;3;3;5;4;3;"Biodiv 2 is easy to use and provides good results
Biodiv 1 was easier to use than expected. ";"Biodiv 1:  What is the use and the need for the categories?
Biodiv 2:  Nothing to dislike.";No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;2;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;57.5;90
85;11;6;2;2;;;;;0;40;;;;;5;5;5;5;4;thycontain information about bacteria in the groundwater;null;4;1;3;3;3;3;3;3;3;3;5;1;2;3;3;3;3;3;3;3;5;4;3;"Biodiv 2 is easy to use and provides good results
Biodiv 1 was easier to use than expected. ";"Biodiv 1:  What is the use and the need for the categories?
Biodiv 2:  Nothing to dislike.";No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;2;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;57.5;40
86;11;7;1;1;;;;;5;0;;;;;4;4;2;3;4;information on Lepidoptera on Quercus;(Lepidoptera OR butterflies OR moths) AND  (oaks OR Quercus) returned dataset for which I could not find any of the topic words;4;1;3;3;3;3;3;3;3;3;5;1;2;3;3;3;3;3;3;3;5;4;3;"Biodiv 2 is easy to use and provides good results
Biodiv 1 was easier to use than expected. ";"Biodiv 1:  What is the use and the need for the categories?
Biodiv 2:  Nothing to dislike.";No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;2;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;57.5;300
87;11;8;1;2;;1;;;2;50;;;;;4;4;4;2;3;"data on ""surface water""";null;4;1;3;3;3;3;3;3;3;3;5;1;2;3;3;3;3;3;3;3;5;4;3;"Biodiv 2 is easy to use and provides good results
Biodiv 1 was easier to use than expected. ";"Biodiv 1:  What is the use and the need for the categories?
Biodiv 2:  Nothing to dislike.";No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;2;Biodiv 2;Biodiv 2;Biodiv 2;1.0;57.5;57.5;170
88;12;1;1;2;;;;1;1;15;;;;;5;5;5;5;2;These are surveys of benthic forams.;null;5;2;5;5;1;3;2;3;3;3;5;2;4;2;1;5;2;4;3;3;4;4;2;Biodiv1 offers many details for specific queries while biodiv2 is easier to use. If the parsing of the query is well done in biodiv2 it should give the same results as biodiv1.;"I did not see how to fill the ""process"" facet in biodiv1
In biodiv2 I would have liked to filter the datast by facet afterwards.";No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv1;no difference;1.0;65.0;77.5;75
89;12;2;2;2;1;1;;;5;0;;;;;4;4;4;5;2;I was looking for environmental layers and managed to find survey of the oxygen concentration in sea water.;null;5;2;5;5;1;3;2;3;3;3;5;2;4;2;1;5;2;4;3;3;4;4;2;Biodiv1 offers many details for specific queries while biodiv2 is easier to use. If the parsing of the query is well done in biodiv2 it should give the same results as biodiv1.;"I did not see how to fill the ""process"" facet in biodiv1
In biodiv2 I would have liked to filter the datast by facet afterwards.";No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv1;no difference;2.0;65.0;77.5;300
90;12;3;2;2;;1;;;1;25;;;;;5;5;5;5;3;These data were acquired on invasive Poales.;null;5;2;5;5;1;3;2;3;3;3;5;2;4;2;1;5;2;4;3;3;4;4;2;Biodiv1 offers many details for specific queries while biodiv2 is easier to use. If the parsing of the query is well done in biodiv2 it should give the same results as biodiv1.;"I did not see how to fill the ""process"" facet in biodiv1
In biodiv2 I would have liked to filter the datast by facet afterwards.";No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv1;no difference;1.0;65.0;77.5;85
91;12;4;1;2;;;;1;3;5;;;;;5;3;4;5;1;They do measure sulfate reductions in cold seeps.;null;5;2;5;5;1;3;2;3;3;3;5;2;4;2;1;5;2;4;3;3;4;4;2;Biodiv1 offers many details for specific queries while biodiv2 is easier to use. If the parsing of the query is well done in biodiv2 it should give the same results as biodiv1.;"I did not see how to fill the ""process"" facet in biodiv1
In biodiv2 I would have liked to filter the datast by facet afterwards.";No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv1;no difference;1.0;65.0;77.5;185
92;12;5;2;2;;1;;;2;20;;;;;5;5;4;5;3;"Several datasets are following coral colonies through time and estimating the bleaching specifically.
The one on ocean acidification is a good experiment to test the effect of ocean acidification.";null;5;2;5;5;1;3;2;3;3;3;5;2;4;2;1;5;2;4;3;3;4;4;2;Biodiv1 offers many details for specific queries while biodiv2 is easier to use. If the parsing of the query is well done in biodiv2 it should give the same results as biodiv1.;"I did not see how to fill the ""process"" facet in biodiv1
In biodiv2 I would have liked to filter the datast by facet afterwards.";No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv1;no difference;1.0;65.0;77.5;140
93;12;6;2;2;;;1;;0;35;;;;;5;5;5;5;3;They survey bacteria in groundwater.;null;5;2;5;5;1;3;2;3;3;3;5;2;4;2;1;5;2;4;3;3;4;4;2;Biodiv1 offers many details for specific queries while biodiv2 is easier to use. If the parsing of the query is well done in biodiv2 it should give the same results as biodiv1.;"I did not see how to fill the ""process"" facet in biodiv1
In biodiv2 I would have liked to filter the datast by facet afterwards.";No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv1;no difference;1.0;65.0;77.5;35
94;12;7;1;1;1;;;;4;0;;;;;5;5;1;5;3;It is the genome of a moth attacking an oak trees. I couldnt find more appropriate datasets.;null;5;2;5;5;1;3;2;3;3;3;5;2;4;2;1;5;2;4;3;3;4;4;2;Biodiv1 offers many details for specific queries while biodiv2 is easier to use. If the parsing of the query is well done in biodiv2 it should give the same results as biodiv1.;"I did not see how to fill the ""process"" facet in biodiv1
In biodiv2 I would have liked to filter the datast by facet afterwards.";No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv1;no difference;1.0;65.0;77.5;240
95;12;8;1;2;;;;;3;20;;;;;5;5;4;5;1;These are surveys of surface water with many different measurements;null;5;2;5;5;1;3;2;3;3;3;5;2;4;2;1;5;2;4;3;3;4;4;2;Biodiv1 offers many details for specific queries while biodiv2 is easier to use. If the parsing of the query is well done in biodiv2 it should give the same results as biodiv1.;"I did not see how to fill the ""process"" facet in biodiv1
In biodiv2 I would have liked to filter the datast by facet afterwards.";No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv1;no difference;0.0;65.0;77.5;200
96;13;1;2;2;;;;1;4;15;;;1.0;;5;4;3;5;1;All datasets provide information on physicochemical composition of benthic foraminifera;Contrarily to my expection most data was about sediments and physicochemical data rather than species idntification or community structure;4;4;4;3;4;4;2;1;3;3;4;2;2;5;4;5;3;4;3;3;4;4;3;"Biodiv1 provides more opportunity to specify what kind of data we are looking for, and might yield better data rsults in some cases. 

biodiv 2 has mor flexibilitzy in th search terms, but sometimes yields less relevant results
";"In biodiv1 for very specific uestions the classification of th search term might be tricky (som search terms might fit in multiple categories, eg environment or material).  More details on biological entities are nded in biodiv1

In biodiv2 the highlights (bold) ar sometimes more confusing than helpful. It might be useful to highlight the search terms and synonyms in one color and the rest in another to help scanning quickly the data";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 1;1.0;50.0;52.5;255
97;13;2;1;1;1;;;;5;0;1.0;;;;2;2;1;2;1;The titleof the datast seems oto match;"Another dataset was lost
The dropdown menus stopped wotking which mad it more difficult to identify categories

for this specific question an open search without categoris might have been easier";4;4;4;3;4;4;2;1;3;3;4;2;2;5;4;5;3;4;3;3;4;4;3;"Biodiv1 provides more opportunity to specify what kind of data we are looking for, and might yield better data rsults in some cases. 

biodiv 2 has mor flexibilitzy in th search terms, but sometimes yields less relevant results
";"In biodiv1 for very specific uestions the classification of th search term might be tricky (som search terms might fit in multiple categories, eg environment or material).  More details on biological entities are nded in biodiv1

In biodiv2 the highlights (bold) ar sometimes more confusing than helpful. It might be useful to highlight the search terms and synonyms in one color and the rest in another to help scanning quickly the data";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 1;1.0;50.0;52.5;300
98;13;3;2;2;1;1;;;2;20;;1.0;;;5;5;3;5;2;All datasets provide some kind of information on invasive grasses species;Very broad question so lots of datasets could fit;4;4;4;3;4;4;2;1;3;3;4;2;2;5;4;5;3;4;3;3;4;4;3;"Biodiv1 provides more opportunity to specify what kind of data we are looking for, and might yield better data rsults in some cases. 

biodiv 2 has mor flexibilitzy in th search terms, but sometimes yields less relevant results
";"In biodiv1 for very specific uestions the classification of th search term might be tricky (som search terms might fit in multiple categories, eg environment or material).  More details on biological entities are nded in biodiv1

In biodiv2 the highlights (bold) ar sometimes more confusing than helpful. It might be useful to highlight the search terms and synonyms in one color and the rest in another to help scanning quickly the data";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 1;2.0;50.0;52.5;140
99;13;4;1;2;;;;;5;0;;1.0;;;3;4;3;4;1;"All datasets looking at reduction rats in different stations; appaently from same authors/study";All datasets seem to come from mor or less the same source;4;4;4;3;4;4;2;1;3;3;4;2;2;5;4;5;3;4;3;3;4;4;3;"Biodiv1 provides more opportunity to specify what kind of data we are looking for, and might yield better data rsults in some cases. 

biodiv 2 has mor flexibilitzy in th search terms, but sometimes yields less relevant results
";"In biodiv1 for very specific uestions the classification of th search term might be tricky (som search terms might fit in multiple categories, eg environment or material).  More details on biological entities are nded in biodiv1

In biodiv2 the highlights (bold) ar sometimes more confusing than helpful. It might be useful to highlight the search terms and synonyms in one color and the rest in another to help scanning quickly the data";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 1;0.0;50.0;52.5;300
100;13;5;2;2;;;;;3;30;;;1.0;;3;4;3;5;1;The datasets lool at coral responses (not necessariy bleaching) to ocean acidification, real or simulated;Lots of datasets fitting one of th search terms, I did not look for both at once;4;4;4;3;4;4;2;1;3;3;4;2;2;5;4;5;3;4;3;3;4;4;3;"Biodiv1 provides more opportunity to specify what kind of data we are looking for, and might yield better data rsults in some cases. 

biodiv 2 has mor flexibilitzy in th search terms, but sometimes yields less relevant results
";"In biodiv1 for very specific uestions the classification of th search term might be tricky (som search terms might fit in multiple categories, eg environment or material).  More details on biological entities are nded in biodiv1

In biodiv2 the highlights (bold) ar sometimes more confusing than helpful. It might be useful to highlight the search terms and synonyms in one color and the rest in another to help scanning quickly the data";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 1;0.0;50.0;52.5;210
101;13;6;1;2;;;1;;4;20;;;1.0;;4;4;3;5;1;"All the datasets provide information on which bacteria are found in groundwater, based on tagenomics or other methods.
most other datasets that came up in th search were only sequences of some bacteria (probably no direct relation to groundwater)";Groudwater could be entered as both material and environment whih yielded slightly different results;4;4;4;3;4;4;2;1;3;3;4;2;2;5;4;5;3;4;3;3;4;4;3;"Biodiv1 provides more opportunity to specify what kind of data we are looking for, and might yield better data rsults in some cases. 

biodiv 2 has mor flexibilitzy in th search terms, but sometimes yields less relevant results
";"In biodiv1 for very specific uestions the classification of th search term might be tricky (som search terms might fit in multiple categories, eg environment or material).  More details on biological entities are nded in biodiv1

In biodiv2 the highlights (bold) ar sometimes more confusing than helpful. It might be useful to highlight the search terms and synonyms in one color and the rest in another to help scanning quickly the data";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 1;1.0;50.0;52.5;260
102;13;7;1;1;;;;;4;0;;;;;5;4;2;5;2;"The dataset looks at the rsistanc of an oak species to an herbivore (lepidoptera)
the other datasets either had data on pollen (probably oak, no lepidoptera) or ""oaksilk puppa"" or similar which is the name of the lepidoptra species, not the species quercus";null;4;4;4;3;4;4;2;1;3;3;4;2;2;5;4;5;3;4;3;3;4;4;3;"Biodiv1 provides more opportunity to specify what kind of data we are looking for, and might yield better data rsults in some cases. 

biodiv 2 has mor flexibilitzy in th search terms, but sometimes yields less relevant results
";"In biodiv1 for very specific uestions the classification of th search term might be tricky (som search terms might fit in multiple categories, eg environment or material).  More details on biological entities are nded in biodiv1

In biodiv2 the highlights (bold) ar sometimes more confusing than helpful. It might be useful to highlight the search terms and synonyms in one color and the rest in another to help scanning quickly the data";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 1;0.0;50.0;52.5;240
103;13;8;2;2;;;;;4;30;;;1.0;;5;4;4;5;1;"All datasets collected and analysed surface water; for a range of physicochemical properties";For a number of dataset it wasn´t clear if it was suface water;4;4;4;3;4;4;2;1;3;3;4;2;2;5;4;5;3;4;3;3;4;4;3;"Biodiv1 provides more opportunity to specify what kind of data we are looking for, and might yield better data rsults in some cases. 

biodiv 2 has mor flexibilitzy in th search terms, but sometimes yields less relevant results
";"In biodiv1 for very specific uestions the classification of th search term might be tricky (som search terms might fit in multiple categories, eg environment or material).  More details on biological entities are nded in biodiv1

In biodiv2 the highlights (bold) ar sometimes more confusing than helpful. It might be useful to highlight the search terms and synonyms in one color and the rest in another to help scanning quickly the data";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 1;0.0;50.0;52.5;270
104;14;1;2;1;;;;;0;50;;;;;5;5;5;5;2;It was th only dataset containing information on benthic foraminifera.;null;5;4;4;1;1;5;2;3;5;2;5;1;4;2;1;5;1;4;5;4;5;3;2;"The fact that biodiv1 explicitly shows the categories of search (e.g. ""organism"", ""environmnt"") makes it easier to organise and even come up with search ideas. biodiv2 is more straightforward to use, but it is up to the user to organise themselves, which is not an actual issue. ";"In both cases, I wish that the results had a similar structure of attriutes when being presented. For example, many results did not have the ""Labels"" or ""Description"" attributes, and those could be explicitly marked as missing, because it would be easier to judge at a glance, which datasets I prefer, in relation to others. In the beggining of my search, I forgot about the ""Labels"" attribute, for example.
In biodiv1, the catgories can feel limiting, if the term I want to search for does not seem to fit in any of the boxes available.";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;2;no difference;Biodiv1;Biodiv 2;0.0;80.0;85.0;50
105;14;2;1;0;;;;;5;0;;;;;5;3;1;4;3;I could not find any abstract that indicated that the dataset contained measurements of oxygen concentration.;null;5;4;4;1;1;5;2;3;5;2;5;1;4;2;1;5;1;4;5;4;5;3;2;"The fact that biodiv1 explicitly shows the categories of search (e.g. ""organism"", ""environmnt"") makes it easier to organise and even come up with search ideas. biodiv2 is more straightforward to use, but it is up to the user to organise themselves, which is not an actual issue. ";"In both cases, I wish that the results had a similar structure of attriutes when being presented. For example, many results did not have the ""Labels"" or ""Description"" attributes, and those could be explicitly marked as missing, because it would be easier to judge at a glance, which datasets I prefer, in relation to others. In the beggining of my search, I forgot about the ""Labels"" attribute, for example.
In biodiv1, the catgories can feel limiting, if the term I want to search for does not seem to fit in any of the boxes available.";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;2;no difference;Biodiv1;Biodiv 2;0.0;80.0;85.0;300
106;14;3;1;2;1;;;;1;3;;;;;5;5;5;5;4;These datasets where relevant because they contain data about Poales species. The type of data was irrelevant, so I downloaded the first ones that had comprehensible enough abstracts.;null;5;4;4;1;1;5;2;3;5;2;5;1;4;2;1;5;1;4;5;4;5;3;2;"The fact that biodiv1 explicitly shows the categories of search (e.g. ""organism"", ""environmnt"") makes it easier to organise and even come up with search ideas. biodiv2 is more straightforward to use, but it is up to the user to organise themselves, which is not an actual issue. ";"In both cases, I wish that the results had a similar structure of attriutes when being presented. For example, many results did not have the ""Labels"" or ""Description"" attributes, and those could be explicitly marked as missing, because it would be easier to judge at a glance, which datasets I prefer, in relation to others. In the beggining of my search, I forgot about the ""Labels"" attribute, for example.
In biodiv1, the catgories can feel limiting, if the term I want to search for does not seem to fit in any of the boxes available.";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;2;no difference;Biodiv1;Biodiv 2;1.0;80.0;85.0;63
107;14;4;1;1;1;;;;5;0;;;;;5;3;3;5;1;These datasets contains measuremnts of sulfate reduction in cold seeps. Many of the other mentioned sulfate reduction (as some species attricute, or as being related to a gene), but did not contain rate measurements.;null;5;4;4;1;1;5;2;3;5;2;5;1;4;2;1;5;1;4;5;4;5;3;2;"The fact that biodiv1 explicitly shows the categories of search (e.g. ""organism"", ""environmnt"") makes it easier to organise and even come up with search ideas. biodiv2 is more straightforward to use, but it is up to the user to organise themselves, which is not an actual issue. ";"In both cases, I wish that the results had a similar structure of attriutes when being presented. For example, many results did not have the ""Labels"" or ""Description"" attributes, and those could be explicitly marked as missing, because it would be easier to judge at a glance, which datasets I prefer, in relation to others. In the beggining of my search, I forgot about the ""Labels"" attribute, for example.
In biodiv1, the catgories can feel limiting, if the term I want to search for does not seem to fit in any of the boxes available.";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;2;no difference;Biodiv1;Biodiv 2;1.0;80.0;85.0;300
108;14;5;2;1;;;;;4;50;;;;;5;5;5;5;5;These datasets contained information on species affected by coral bleaching due to ocean acidification, or information related to ocean acidification alone.;null;5;4;4;1;1;5;2;3;5;2;5;1;4;2;1;5;1;4;5;4;5;3;2;"The fact that biodiv1 explicitly shows the categories of search (e.g. ""organism"", ""environmnt"") makes it easier to organise and even come up with search ideas. biodiv2 is more straightforward to use, but it is up to the user to organise themselves, which is not an actual issue. ";"In both cases, I wish that the results had a similar structure of attriutes when being presented. For example, many results did not have the ""Labels"" or ""Description"" attributes, and those could be explicitly marked as missing, because it would be easier to judge at a glance, which datasets I prefer, in relation to others. In the beggining of my search, I forgot about the ""Labels"" attribute, for example.
In biodiv1, the catgories can feel limiting, if the term I want to search for does not seem to fit in any of the boxes available.";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;2;no difference;Biodiv1;Biodiv 2;0.0;80.0;85.0;290
109;14;6;2;2;;;;;1;2;;;;;5;5;5;5;2;These datasets contain information genomic/metagenomic information on bacteria species from groundwater.;null;5;4;4;1;1;5;2;3;5;2;5;1;4;2;1;5;1;4;5;4;5;3;2;"The fact that biodiv1 explicitly shows the categories of search (e.g. ""organism"", ""environmnt"") makes it easier to organise and even come up with search ideas. biodiv2 is more straightforward to use, but it is up to the user to organise themselves, which is not an actual issue. ";"In both cases, I wish that the results had a similar structure of attriutes when being presented. For example, many results did not have the ""Labels"" or ""Description"" attributes, and those could be explicitly marked as missing, because it would be easier to judge at a glance, which datasets I prefer, in relation to others. In the beggining of my search, I forgot about the ""Labels"" attribute, for example.
In biodiv1, the catgories can feel limiting, if the term I want to search for does not seem to fit in any of the boxes available.";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;2;no difference;Biodiv1;Biodiv 2;0.0;80.0;85.0;62
110;14;7;2;1;;;;;3;30;;;;;5;5;5;5;2;This was the only dataset that contained information on Lepidoptera species with some relation to oak (parasitism, in this case). The other datasets mentioned paleoclimate and paloefauna, but I could not recognize any of the species mentioned.;null;5;4;4;1;1;5;2;3;5;2;5;1;4;2;1;5;1;4;5;4;5;3;2;"The fact that biodiv1 explicitly shows the categories of search (e.g. ""organism"", ""environmnt"") makes it easier to organise and even come up with search ideas. biodiv2 is more straightforward to use, but it is up to the user to organise themselves, which is not an actual issue. ";"In both cases, I wish that the results had a similar structure of attriutes when being presented. For example, many results did not have the ""Labels"" or ""Description"" attributes, and those could be explicitly marked as missing, because it would be easier to judge at a glance, which datasets I prefer, in relation to others. In the beggining of my search, I forgot about the ""Labels"" attribute, for example.
In biodiv1, the catgories can feel limiting, if the term I want to search for does not seem to fit in any of the boxes available.";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;2;no difference;Biodiv1;Biodiv 2;0.0;80.0;85.0;210
111;14;8;1;2;;;;;1;50;;;;;5;5;5;5;3;These datasets contain samples from lake surface water.;null;5;4;4;1;1;5;2;3;5;2;5;1;4;2;1;5;1;4;5;4;5;3;2;"The fact that biodiv1 explicitly shows the categories of search (e.g. ""organism"", ""environmnt"") makes it easier to organise and even come up with search ideas. biodiv2 is more straightforward to use, but it is up to the user to organise themselves, which is not an actual issue. ";"In both cases, I wish that the results had a similar structure of attriutes when being presented. For example, many results did not have the ""Labels"" or ""Description"" attributes, and those could be explicitly marked as missing, because it would be easier to judge at a glance, which datasets I prefer, in relation to others. In the beggining of my search, I forgot about the ""Labels"" attribute, for example.
In biodiv1, the catgories can feel limiting, if the term I want to search for does not seem to fit in any of the boxes available.";No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;2;no difference;Biodiv1;Biodiv 2;0.0;80.0;85.0;110
112;15;1;2;2;;;;;5;0;;;;;2;2;2;3;1;Mir wurden die in den Datensätzen vorhandenen Variablen (Parameter) angezeigt. Dies habe ich als aufschlussreicher und schneller wahrnehmbar gesehen im Vegleich zu langen Texten.;null;5;2;4;3;3;2;3;3;3;3;2;5;3;3;4;4;3;3;3;3;5;2;5;"Biodiv 1: the pre-sorting of the four different categories
Biodiv 1: the suggestion of keywords in each category
Biodiv 2: I find it difficult to say anything positive at all";"Biodiv 1:  different spelling of the same entitity, e.g. Ocean and ocean
Biodiv 2: seaarch routine much too coarse (grob), it is difficult to narrow in the search results";No;No;No;No;No;No;Yes;No;No;No;Yes;Yes;No;2;Biodiv 1;Biodiv1;Biodiv 1;0.0;57.5;42.5;300
113;15;2;1;2;1;1;;;3;0;;;;;4;4;4;3;3;"the keyword ""oxygen"" was highighted in the list of presented parameters.";null;5;2;4;3;3;2;3;3;3;3;2;5;3;3;4;4;3;3;3;3;5;2;5;"Biodiv 1: the pre-sorting of the four different categories
Biodiv 1: the suggestion of keywords in each category
Biodiv 2: I find it difficult to say anything positive at all";"Biodiv 1:  different spelling of the same entitity, e.g. Ocean and ocean
Biodiv 2: seaarch routine much too coarse (grob), it is difficult to narrow in the search results";No;No;No;No;No;No;Yes;No;No;No;Yes;Yes;No;2;Biodiv 1;Biodiv1;Biodiv 1;2.0;57.5;42.5;180
114;15;3;1;2;1;;;1;3;20;;1.0;;;5;5;2;4;1;"at least 2 of 3 chosen data sets contained in the description the keyword ""invasive""";"A third dataset was slectd without an apparent connection to the keyword ""invasive""";5;2;4;3;3;2;3;3;3;3;2;5;3;3;4;4;3;3;3;3;5;2;5;"Biodiv 1: the pre-sorting of the four different categories
Biodiv 1: the suggestion of keywords in each category
Biodiv 2: I find it difficult to say anything positive at all";"Biodiv 1:  different spelling of the same entitity, e.g. Ocean and ocean
Biodiv 2: seaarch routine much too coarse (grob), it is difficult to narrow in the search results";No;No;No;No;No;No;Yes;No;No;No;Yes;Yes;No;2;Biodiv 1;Biodiv1;Biodiv 1;2.0;57.5;42.5;200
115;15;4;1;0;;;;1;3;0;;;;;5;5;1;4;1;"Using keywords ""cold vent"" in environment and ""sulfate reduction"" in processes returnd three data sets, however, none of the three data sets appeared to me to contain any of the keywords. So, why where they returned? This did not became clear.";null;5;2;4;3;3;2;3;3;3;3;2;5;3;3;4;4;3;3;3;3;5;2;5;"Biodiv 1: the pre-sorting of the four different categories
Biodiv 1: the suggestion of keywords in each category
Biodiv 2: I find it difficult to say anything positive at all";"Biodiv 1:  different spelling of the same entitity, e.g. Ocean and ocean
Biodiv 2: seaarch routine much too coarse (grob), it is difficult to narrow in the search results";No;No;No;No;No;No;Yes;No;No;No;Yes;Yes;No;2;Biodiv 1;Biodiv1;Biodiv 1;1.0;57.5;42.5;180
116;15;5;1;0;1;;;;5;0;;;;;4;5;1;3;1;"I seacrched in the proposed categories for ""coral"", ""ocean"", ""pH"" and ""bleach"". No corresponding data sets were found";null;5;2;4;3;3;2;3;3;3;3;2;5;3;3;4;4;3;3;3;3;5;2;5;"Biodiv 1: the pre-sorting of the four different categories
Biodiv 1: the suggestion of keywords in each category
Biodiv 2: I find it difficult to say anything positive at all";"Biodiv 1:  different spelling of the same entitity, e.g. Ocean and ocean
Biodiv 2: seaarch routine much too coarse (grob), it is difficult to narrow in the search results";No;No;No;No;No;No;Yes;No;No;No;Yes;Yes;No;2;Biodiv 1;Biodiv1;Biodiv 1;1.0;57.5;42.5;300
117;15;6;2;1;1;;;;5;0;;;;;4;3;3;1;2;Ich arbeite gerade über aktive/nicht-aktive Bakterien in Umweltproben. Der gewählte Datensatz besitzt genau die entsprechend dafürnotwendigen Rohdaten.;null;5;2;4;3;3;2;3;3;3;3;2;5;3;3;4;4;3;3;3;3;5;2;5;"Biodiv 1: the pre-sorting of the four different categories
Biodiv 1: the suggestion of keywords in each category
Biodiv 2: I find it difficult to say anything positive at all";"Biodiv 1:  different spelling of the same entitity, e.g. Ocean and ocean
Biodiv 2: seaarch routine much too coarse (grob), it is difficult to narrow in the search results";No;No;No;No;No;No;Yes;No;No;No;Yes;Yes;No;2;Biodiv 1;Biodiv1;Biodiv 1;1.0;57.5;42.5;300
